eq,rate
C5H7O(199) = C5H7O(98),"SimpleRate(k=ArrheniusFunction(A=1691610000.0, b=0.726, E=16.64, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C#C(69) + C3H5O(193) = C5H7O(199),"SimpleRate(k=ArrheniusFunction(A=119000.0, b=2.26, E=12.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(199) = C5H7O(191),"SimpleRate(k=ArrheniusFunction(A=7546000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(199) = C5H7O(195),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(199) = C5H7O(198),"SimpleRate(k=ArrheniusFunction(A=136000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(376) = S(1532),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=23.086, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C#CC(253) = S(286),"SimpleRate(k=ArrheniusFunction(A=520000000000.0, b=0.0, E=7.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(286) = S(282),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(286) = S(1947),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(286) = S(283),"SimpleRate(k=ArrheniusFunction(A=720.0, b=2.932, E=30.907, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(187) = S(1881),"SimpleRate(k=ArrheniusFunction(A=53821900000000.0, b=-0.337, E=41.284, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(65) = S(151),"SimpleRate(k=ArrheniusFunction(A=2.29992e-11, b=6.414, E=4.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2195) = S(2168),"SimpleRate(k=ArrheniusFunction(A=1070.107, b=2.509, E=24.333, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2195) = S(1119),"SimpleRate(k=ArrheniusFunction(A=7372345.0, b=1.64, E=28.731, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(2195) = S(2198),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1471) = S(2349),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(2349) = HO(21) + S(1739),"SimpleRate(k=ArrheniusFunction(A=19201310.0, b=1.871, E=1.544, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1260) = S(1715),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C3H3O(474) = S(1715),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1711) = S(1715),"SimpleRate(k=ArrheniusFunction(A=5610300000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(401) = S(406),"SimpleRate(k=ArrheniusFunction(A=71767490.0, b=1.489, E=33.12, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(408) = S(406),"SimpleRate(k=ArrheniusFunction(A=25000.0, b=2.28, E=28.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(400) = S(406),"SimpleRate(k=ArrheniusFunction(A=119923100.0, b=1.464, E=37.55, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + C3H3O(471) = S(1514),"SimpleRate(k=ArrheniusFunction(A=1.76793e+16, b=-1.003, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2252) = HO(21) + S(1514),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C3H5(70) = S(1233),"SimpleRate(k=ArrheniusFunction(A=125730800000000.0, b=-0.212, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1167) = HO(21) + S(1233),"SimpleRate(k=ArrheniusFunction(A=666000000.0, b=1.28, E=39.74, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + C2H3O(348) = S(1233),"SimpleRate(k=ArrheniusFunction(A=808049000000000.0, b=-0.685, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + S(576) = HO(21) + S(1233),"SimpleRate(k=ArrheniusFunction(A=19775.14, b=2.41, E=0.233, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1559) = S(1233),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1073) = S(1233),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(2870) = HO(21) + S(1233),"SimpleRate(k=ArrheniusFunction(A=19201310.0, b=1.871, E=1.544, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1752) = HO(21) + S(1233),"SimpleRate(k=ArrheniusFunction(A=22826280000.0, b=0.906, E=40.135, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1880) = HO(21) + S(1233),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + C3H5O(193) = S(1328),"SimpleRate(k=ArrheniusFunction(A=36310500000000.0, b=-0.118, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H9O(162) = S(1328),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1779) = S(1328),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H9O(202) = S(1328),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H9O(120) = S(1328),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H9O(886) = S(1328),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1933) = S(1927),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1933) = S(1932),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(3477) = S(1916),"SimpleRate(k=ArrheniusFunction(A=442000000.0, b=1.64, E=2.82, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1933) = HO(21) + S(3477),"SimpleRate(k=ArrheniusFunction(A=3980000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(552) = S(566),"SimpleRate(k=ArrheniusFunction(A=20751910.0, b=1.607, E=33.933, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(566) = S(569),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(566) = S(956),"SimpleRate(k=ArrheniusFunction(A=0.00181, b=4.25, E=9.07, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(566) = S(1404),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H6O(153) = S(566),"SimpleRate(k=ArrheniusFunction(A=560697.8, b=2.111, E=2.214, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(566) = S(565),"SimpleRate(k=ArrheniusFunction(A=165336200.0, b=1.484, E=30.874, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + S(1715) = S(566),"SimpleRate(k=ArrheniusFunction(A=9775.877, b=2.41, E=1.982, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(258) = S(266),"SimpleRate(k=ArrheniusFunction(A=1733000000.0, b=1.473, E=1.273, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C#CC(253) = S(266),"SimpleRate(k=ArrheniusFunction(A=520000000000.0, b=0.0, E=7.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(266) = HO(21) + S(1288),"SimpleRate(k=ArrheniusFunction(A=123100000000.0, b=0.765, E=55.941, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4O(574) + C3H3O(475) = S(2659),"SimpleRate(k=ArrheniusFunction(A=6680.462, b=2.51, E=7.535, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2659) = S(953),"SimpleRate(k=ArrheniusFunction(A=6139.0, b=2.034, E=9.83, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1470) = S(1489),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(335) = S(1580),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=22.917, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2659) = S(1580),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=26.893, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(833) = C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C4H7(1156) = C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=3.18795e+16, b=-1.177, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H5(70) = C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=69625800000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(576) + C3H5(70) = HO(21) + C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=14913.13, b=2.51, E=10.029, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(455) = C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(191) = C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(837) = S(1140),"SimpleRate(k=ArrheniusFunction(A=301000000.0, b=1.6, E=2.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(837) = C5H9O(200),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + C3H5O(340) = C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=3.18795e+16, b=-1.177, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(616) = C5H8O(837),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(837) = S(1384),"SimpleRate(k=ArrheniusFunction(A=336000000.0, b=1.56, E=0.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C4H7(1162) = S(1185),"SimpleRate(k=ArrheniusFunction(A=2962760000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + CH2O(748) = CH3O(767),"SimpleRate(k=ArrheniusFunction(A=63100000.0, b=1.8, E=4.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + CH3O(767) = CO(2432),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + CH3O(767) = COO(2433),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3655) = S(3666),"SimpleRate(k=ArrheniusFunction(A=67600000000.0, b=0.21, E=18.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(182) = S(1127),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1123) = S(1127),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + S(278) = S(1127),"SimpleRate(k=ArrheniusFunction(A=63052600000000.0, b=-0.283, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1119) = S(1127),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1763) = S(1127),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C4H7(1164) = S(1988),"SimpleRate(k=ArrheniusFunction(A=34812900000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1753) = S(1988),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(1073) = S(1988),"SimpleRate(k=ArrheniusFunction(A=34812900000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(2870) = HO(21) + S(1988),"SimpleRate(k=ArrheniusFunction(A=15673.41, b=2.41, E=5.995, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + C3H5O(602) = S(1988),"SimpleRate(k=ArrheniusFunction(A=34812900000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1988) = S(2494),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1892) = C5H7O(832),"SimpleRate(k=ArrheniusFunction(A=408000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(649) = S(1892),"SimpleRate(k=ArrheniusFunction(A=22760000000.0, b=1.103, E=4.911, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1892) = S(1891),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C#C(69) + S(2106) = S(1892),"SimpleRate(k=ArrheniusFunction(A=512806.9, b=2.167, E=11.357, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1892) = C5H7O(655),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2363) = S(2342),"SimpleRate(k=ArrheniusFunction(A=1.375346, b=3.942, E=28.04, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1747) = S(2363),"SimpleRate(k=ArrheniusFunction(A=5.265e-07, b=5.639, E=24.541, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(2360) = S(2363),"SimpleRate(k=ArrheniusFunction(A=19201310.0, b=1.871, E=1.544, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1892) = S(2363),"SimpleRate(k=ArrheniusFunction(A=96000000000.0, b=0.2, E=1.625, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C3H3O(268) = S(257),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H3O(268) = C#CCO(255),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H2O(472) = C3H3O(268),"SimpleRate(k=ArrheniusFunction(A=2990000.0, b=2.12, E=4.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + C3H3O(268) = C5H6O(577),"SimpleRate(k=ArrheniusFunction(A=106477000000.0, b=0.348, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7O(219) = S(3718),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1763) = S(3718),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH2O(748) + C3H5(70) = S(1229),"SimpleRate(k=ArrheniusFunction(A=108.6428, b=3.009, E=6.589, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1229) = S(1169),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1229) = S(1170),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1233) = S(1229),"SimpleRate(k=ArrheniusFunction(A=9600000000.0, b=0.935, E=4.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(914) = S(400),"SimpleRate(k=ArrheniusFunction(A=26359.1, b=2.288, E=2.701, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C3H3O(475) = S(914),"SimpleRate(k=ArrheniusFunction(A=18100000000000.0, b=-0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C2H2O(339) = S(1067),"SimpleRate(k=ArrheniusFunction(A=5877670.0, b=1.679, E=9.942, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1067) = S(1711),"SimpleRate(k=ArrheniusFunction(A=127137300.0, b=1.535, E=28.126, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1067) = S(564),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + S(1067) = S(1309),"SimpleRate(k=ArrheniusFunction(A=63052600000000.0, b=-0.283, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + C3H5O(602) = S(3159),"SimpleRate(k=ArrheniusFunction(A=1388.594, b=2.41, E=12.244, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3159) = S(1438),"SimpleRate(k=ArrheniusFunction(A=4559.433, b=2.338, E=22.055, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2682) = S(2711),"SimpleRate(k=ArrheniusFunction(A=2.423101e-15, b=8.124, E=21.291, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2710) = S(2711),"SimpleRate(k=ArrheniusFunction(A=38000000000.0, b=0.87, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3159) = S(2711),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=2.816, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(2392) = S(828),"SimpleRate(k=ArrheniusFunction(A=3954.098, b=2.528, E=6.51, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(2392) = S(2711),"SimpleRate(k=ArrheniusFunction(A=7909.077, b=2.494, E=4.978, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(278) = S(1765),"SimpleRate(k=ArrheniusFunction(A=3683930000000.0, b=-0.105, E=39.081, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(418) = S(395),"SimpleRate(k=ArrheniusFunction(A=0.502, b=3.86, E=9.95, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1484) = S(1470),"SimpleRate(k=ArrheniusFunction(A=20108.5, b=2.606, E=29.07, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1486) = S(1484),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H4(254) = C5H7O(585),"SimpleRate(k=ArrheniusFunction(A=1918.323, b=2.697, E=11.403, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2473) = C5H7O(585),"SimpleRate(k=ArrheniusFunction(A=42328330.0, b=1.828, E=52.441, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(585) = S(1484),"SimpleRate(k=ArrheniusFunction(A=6.95187e+18, b=-1.628, E=35.435, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + C3H5(279) = S(1960),"SimpleRate(k=ArrheniusFunction(A=150201.4, b=2.045, E=6.975, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
